iter	Logloss
780	0.4449912199
781	0.4449741821
782	0.4449415332
783	0.444916974
784	0.4448982265
785	0.4448580455
786	0.4448263356
787	0.4447970036
788	0.444783341
789	0.444762548
790	0.4447353215
791	0.4447105758
792	0.4446821808
793	0.4446698462
794	0.4446415542
795	0.4446132517
796	0.4445939443
797	0.4445700697
798	0.444549741
799	0.4445152209
800	0.4445007033
801	0.4444781923
802	0.4444641244
803	0.4444292644
804	0.4444165807
805	0.4443933223
806	0.4443585492
807	0.444340067
808	0.4443036616
809	0.4442455666
810	0.4442263311
811	0.4442084165
812	0.4441910965
813	0.444169533
814	0.4441435764
815	0.4441079547
816	0.4440926129
817	0.4440546256
818	0.4440201285
819	0.4440025033
820	0.4439749606
821	0.4439562266
822	0.4439243746
823	0.4439026818
824	0.4438867288
825	0.4438484788
826	0.4438246374
827	0.4438030033
828	0.4437869607
829	0.4437671256
830	0.4437488776
831	0.4437344599
832	0.4437061187
833	0.4436787827
834	0.4436474833
835	0.4436028509
836	0.4435855152
837	0.443569738
838	0.4435547505
839	0.4435368011
840	0.4435184947
841	0.4434979497
842	0.4434859551
843	0.4434644007
844	0.4434317863
845	0.4434034696
846	0.4433730478
847	0.4433569304
848	0.4433390594
849	0.4433169846
850	0.4432900016
851	0.4432643173
852	0.4432483514
853	0.4432360715
854	0.4432130079
855	0.4431736168
856	0.4431420517
857	0.4431247256
858	0.4430954891
859	0.4430579943
860	0.4430303344
861	0.4430118865
862	0.4429986952
863	0.4429784835
864	0.4429601342
865	0.4429335176
866	0.4429104117
867	0.4428917681
868	0.4428766544
869	0.442851713
870	0.4428348036
871	0.4428162923
872	0.4427913676
873	0.4427729657
874	0.4427594079
875	0.4427466326
876	0.4427226953
877	0.4426973501
878	0.4426530123
879	0.4426226742
880	0.4425952949
881	0.4425671795
882	0.4425335454
883	0.4425097211
884	0.4424912623
885	0.4424754061
886	0.4424595557
887	0.4424506158
888	0.4424303232
889	0.442396924
890	0.4423801626
891	0.4423646323
892	0.4423435699
893	0.4423225669
894	0.4423054946
895	0.4422728647
896	0.4422600051
897	0.4422430864
898	0.4422237772
899	0.4422094067
900	0.4421956268
901	0.4421839352
902	0.4421663098
903	0.4421389711
904	0.4421072888
905	0.442081897
906	0.442043918
907	0.4420296668
908	0.4420116088
909	0.4419956583
910	0.4419749141
911	0.4419501459
912	0.441936902
913	0.4419266425
914	0.4419019743
915	0.4418773879
916	0.4418649393
917	0.441842589
918	0.4418210939
919	0.4418026656
920	0.4417914813
921	0.4417640713
922	0.4417516532
923	0.4417382295
924	0.4417152583
925	0.4416903212
926	0.4416767077
927	0.4416551058
928	0.4416438827
929	0.4416307986
930	0.4416177686
931	0.4416055797
932	0.4415754395
933	0.4415625549
934	0.4415499142
935	0.4415374366
936	0.4415225427
937	0.4415118933
938	0.4414844015
939	0.4414730498
940	0.4414488222
941	0.4414324233
942	0.4414102512
943	0.4413912347
944	0.4413769503
945	0.441362806
946	0.4413401204
947	0.4413180937
948	0.4413004476
949	0.4412606122
950	0.4412399323
951	0.4412189767
952	0.4411954957
953	0.4411738958
954	0.4411532106
955	0.4411102725
956	0.4410873834
957	0.4410658751
958	0.4410390435
959	0.4410097197
960	0.4409661599
961	0.4409513709
962	0.4409263412
963	0.4408867802
964	0.4408653667
965	0.4408510647
966	0.4408359662
967	0.4408262423
968	0.4408009196
969	0.4407857552
970	0.4407726019
971	0.4407557836
972	0.4407447953
973	0.4407302045
974	0.4407066408
975	0.4406956856
976	0.4406697787
977	0.4406484462
978	0.4406232489
979	0.4406051337
980	0.440577343
981	0.4405527606
982	0.4405369985
983	0.4405098459
984	0.4404732659
985	0.4404544989
986	0.4404210313
987	0.440409734
988	0.4403918396
989	0.4403763859
990	0.4403628849
991	0.4403512689
992	0.44033887
993	0.4403107719
994	0.4402962645
995	0.4402746403
996	0.4402578032
997	0.4402151012
998	0.4401982406
999	0.440187651
1000	0.4401708118
1001	0.4401575343
1002	0.4401460227
1003	0.4400999231
1004	0.4400795584
1005	0.440061049
1006	0.4400452523
1007	0.4400244041
1008	0.4400050396
1009	0.4399914207
1010	0.4399794726
1011	0.4399712249
1012	0.4399497627
1013	0.439932412
1014	0.4399169903
1015	0.4398958768
1016	0.4398710353
1017	0.4398547716
1018	0.4398391233
1019	0.4397993445
1020	0.4397849075
1021	0.4397716435
1022	0.4397492245
1023	0.439729653
1024	0.4397171647
1025	0.4397009639
1026	0.439681897
1027	0.4396712122
1028	0.4396403806
1029	0.4396311478
1030	0.4396187955
1031	0.4395972158
1032	0.4395740641
1033	0.4395487599
1034	0.4395360457
1035	0.4395260039
1036	0.4395043082
1037	0.4394940469
1038	0.4394584389
1039	0.4394428386
1040	0.4394285721
1041	0.4394071482
1042	0.4393812317
1043	0.4393663915
1044	0.4393511771
1045	0.4393380904
1046	0.439327197
1047	0.4393051152
1048	0.4392958245
1049	0.4392784725
1050	0.439259204
1051	0.4392460545
1052	0.4392275884
1053	0.439191694
1054	0.4391738064
1055	0.439160556
1056	0.4391416323
1057	0.439120117
1058	0.4391043721
1059	0.4390930995
1060	0.4390776658
1061	0.4390571989
1062	0.4390358617
1063	0.4390074088
1064	0.4389939872
1065	0.4389811362
1066	0.4389674769
1067	0.4389521334
1068	0.4389383124
1069	0.4389290318
1070	0.4389151362
1071	0.438871464
1072	0.4388615921
1073	0.4388410666
1074	0.4388289303
1075	0.4388199069
1076	0.4388096781
1077	0.4387962993
1078	0.4387861538
1079	0.4387601952
1080	0.4387455551
1081	0.4387196206
1082	0.4386972803
1083	0.4386676609
1084	0.438644637
1085	0.4386219458
1086	0.4386065898
1087	0.4385854087
1088	0.4385649685
1089	0.4385483762
1090	0.43852354
1091	0.4385123187
1092	0.4384962478
1093	0.4384795438
1094	0.4384622703
1095	0.4384510535
1096	0.4384361827
1097	0.4384144007
1098	0.4384001009
1099	0.4383695791
1100	0.4383566712
1101	0.4383396401
1102	0.4383185148
1103	0.4383090938
1104	0.4382874367
1105	0.4382746382
1106	0.4382510981
1107	0.4382405446
1108	0.4382289079
1109	0.4382066049
1110	0.43819149
1111	0.4381783162
1112	0.4381642806
1113	0.438131144
1114	0.4381132437
1115	0.4380961906
1116	0.438073969
1117	0.4380613461
1118	0.4380381914
1119	0.4380239568
1120	0.4380012013
1121	0.4379885719
1122	0.4379727921
1123	0.4379593855
1124	0.4379375609
1125	0.4379201568
1126	0.4379049909
1127	0.437883744
1128	0.4378672218
1129	0.4378502611
1130	0.4378353961
1131	0.4378270086
1132	0.4378133964
1133	0.4378027793
1134	0.4377885107
1135	0.4377752792
1136	0.4377604823
1137	0.4377495776
1138	0.4377355258
1139	0.4377242467
1140	0.437693591
1141	0.4376840019
1142	0.4376707797
1143	0.4376513284
1144	0.4376414964
1145	0.4376262755
1146	0.4376179084
1147	0.4375968234
1148	0.437578915
1149	0.4375655532
1150	0.4375390674
1151	0.4375201802
1152	0.4375111928
1153	0.4374985304
1154	0.4374805095
1155	0.4374662423
1156	0.4374513083
1157	0.4374104287
1158	0.4373989643
1159	0.4373893555
1160	0.4373784467
1161	0.4373664921
1162	0.4373498458
1163	0.43733241
1164	0.4373094253
1165	0.4372972558
1166	0.4372811507
1167	0.4372701368
1168	0.4372422995
1169	0.4372216735
1170	0.4372127182
1171	0.4371777144
1172	0.43716711
1173	0.437153615
1174	0.4371401042
1175	0.4371255753
1176	0.4371107188
1177	0.4370999904
1178	0.4370799219
1179	0.4370472927
1180	0.4370253996
1181	0.4369871089
1182	0.4369654656
1183	0.4369455373
1184	0.4369371641
1185	0.4369180622
1186	0.4368917596
1187	0.4368810131
1188	0.4368616933
1189	0.4368408684
1190	0.4368280664
1191	0.4368174506
1192	0.4368040609
1193	0.4367923439
1194	0.4367724208
1195	0.4367512897
1196	0.436742915
1197	0.4367294955
1198	0.4367170697
1199	0.436705336
1200	0.4366952837
1201	0.4366675076
1202	0.436658488
1203	0.4366468491
1204	0.4366132758
1205	0.4366021982
1206	0.4365913275
1207	0.4365693545
1208	0.4365589968
1209	0.4365448668
1210	0.4365274689
1211	0.4365059477
1212	0.4364937429
1213	0.4364677951
1214	0.4364549014
1215	0.4364406227
1216	0.4364261371
1217	0.4364088174
1218	0.4363864235
1219	0.4363734122
1220	0.436362353
1221	0.4363516876
1222	0.4363379743
1223	0.4363179253
1224	0.4362993705
1225	0.4362782981
1226	0.4362709805
1227	0.4362586068
1228	0.4362412567
1229	0.4362252714
1230	0.436212818
1231	0.4362006999
1232	0.4361773662
1233	0.4361699437
1234	0.436153404
1235	0.4361383184
1236	0.4361108934
1237	0.4360984169
1238	0.4360899356
1239	0.4360715512
1240	0.4360612691
1241	0.4360427855
1242	0.4360248458
1243	0.4360103332
1244	0.4359894278
1245	0.4359698061
1246	0.4359607758
1247	0.4359492833
1248	0.4359405104
1249	0.4359199472
1250	0.4359069138
1251	0.4358964026
1252	0.4358637241
1253	0.4358475983
1254	0.4358361226
1255	0.4358254602
1256	0.4358138716
1257	0.4358000702
1258	0.4357843689
1259	0.4357734204
1260	0.4357622108
1261	0.4357497372
1262	0.4357337809
1263	0.4357215629
1264	0.4356952988
1265	0.4356860834
1266	0.4356656595
1267	0.4356584932
1268	0.4356490019
1269	0.4356336318
1270	0.435623587
1271	0.4356156728
1272	0.4356052207
1273	0.435590622
1274	0.4355785814
1275	0.4355538202
1276	0.4355371871
1277	0.4355198325
1278	0.4355131949
1279	0.4355022833
1280	0.4354887202
1281	0.4354788667
1282	0.4354675478
1283	0.435460229
1284	0.4354495441
1285	0.4354350308
1286	0.4354281409
1287	0.4354094113
1288	0.4354010625
1289	0.435391885
1290	0.435381147
1291	0.4353653971
1292	0.4353468517
1293	0.4353224127
1294	0.4353134819
1295	0.435302342
1296	0.4352865346
1297	0.4352752297
1298	0.4352636407
1299	0.4352504849
1300	0.4352282421
1301	0.4352116189
1302	0.4351966176
1303	0.4351854278
1304	0.4351671193
1305	0.4351368221
1306	0.4351234375
1307	0.4351109341
1308	0.4350793794
1309	0.4350714375
1310	0.4350589653
1311	0.4350518215
1312	0.4350356155
1313	0.4350268714
1314	0.4350170979
1315	0.434998008
1316	0.4349881135
1317	0.4349810525
1318	0.4349696154
1319	0.4349559769
1320	0.4349434649
1321	0.434934552
1322	0.4349177423
1323	0.4349059022
1324	0.4348964682
1325	0.4348845494
1326	0.4348747765
1327	0.4348632287
1328	0.4348453491
1329	0.4348237202
1330	0.4348109028
1331	0.4347940324
1332	0.4347765177
1333	0.4347668087
1334	0.4347466682
1335	0.4347349803
1336	0.4347264832
1337	0.4347171441
1338	0.4347014146
1339	0.4346934122
1340	0.4346622917
1341	0.434655041
1342	0.4346414571
1343	0.4346264842
1344	0.434618896
1345	0.4345929875
1346	0.4345799609
1347	0.4345714084
1348	0.4345612439
1349	0.4345461624
1350	0.434536976
1351	0.4345295129
1352	0.4345205977
1353	0.4345043867
1354	0.4344947164
1355	0.4344827653
1356	0.4344701648
1357	0.4344617569
1358	0.4344391163
1359	0.4344273128
1360	0.4344133084
1361	0.4344062255
1362	0.4343960697
1363	0.4343861962
1364	0.4343585259
1365	0.4343475764
1366	0.4343330964
1367	0.4343121705
1368	0.4342941939
1369	0.4342815781
1370	0.4342690394
1371	0.4342485673
1372	0.4342324821
1373	0.4342206528
1374	0.434210914
1375	0.4341888755
1376	0.434179208
1377	0.4341584343
1378	0.4341488856
1379	0.4341356329
1380	0.4341252122
1381	0.4341021864
1382	0.4340868683
1383	0.434068959
1384	0.434060344
1385	0.434050404
1386	0.4340401921
1387	0.4340179563
1388	0.4340042415
1389	0.4339943679
1390	0.433980451
1391	0.4339665144
1392	0.43395942
1393	0.433949224
1394	0.4339394223
1395	0.4339234289
1396	0.4339143802
1397	0.4339061003
1398	0.4338957662
1399	0.4338797116
1400	0.4338695011
1401	0.4338553888
1402	0.4338409789
1403	0.4338227439
1404	0.4338126197
1405	0.4338037375
1406	0.433793193
1407	0.4337739273
1408	0.4337555312
1409	0.4337420788
1410	0.433734142
1411	0.4337244574
1412	0.4337112231
1413	0.4337001206
1414	0.4336914545
1415	0.433682658
1416	0.4336690596
1417	0.4336559449
1418	0.4336471899
1419	0.4336310485
1420	0.4335918751
1421	0.4335815371
1422	0.4335479557
1423	0.433536651
1424	0.4335185027
1425	0.4335010619
1426	0.4334900413
1427	0.4334804068
1428	0.4334453202
1429	0.4334350601
1430	0.4334192373
1431	0.4334058763
1432	0.4333847828
1433	0.4333718722
1434	0.4333619099
1435	0.4333509301
1436	0.4333424598
1437	0.4333279412
1438	0.4333090231
1439	0.433302747
1440	0.433292816
1441	0.4332815386
1442	0.4332646548
1443	0.4332452617
1444	0.4332367847
1445	0.4332250229
1446	0.4332183169
1447	0.4332100725
1448	0.4332014874
1449	0.4331834854
1450	0.4331718592
1451	0.4331585099
1452	0.433144812
1453	0.4331376589
1454	0.4331291628
1455	0.4331197377
1456	0.4331042415
1457	0.4330893197
1458	0.4330777099
1459	0.4330700912
1460	0.4330529931
1461	0.4330408287
1462	0.4330291374
1463	0.4330165927
1464	0.4330088597
1465	0.4330019514
1466	0.4329845701
1467	0.4329757614
1468	0.4329668989
1469	0.432954615
1470	0.4329353863
1471	0.4329219394
1472	0.4329062452
1473	0.4328999785
1474	0.4328893768
1475	0.4328677199
1476	0.4328566901
1477	0.4328484838
1478	0.4328406048
1479	0.4328276715
1480	0.4328198476
1481	0.4328080912
1482	0.4328027984
1483	0.4327903389
1484	0.4327786128
1485	0.4327699492
1486	0.4327580742
1487	0.4327483569
1488	0.4327288209
1489	0.4327092978
1490	0.432682589
1491	0.4326717179
1492	0.432657735
1493	0.4326495068
1494	0.4326415629
1495	0.4326297677
1496	0.4326102524
1497	0.4325952721
1498	0.4325791743
1499	0.4325699891
1500	0.4325549257
1501	0.432539235
1502	0.4325302915
1503	0.432521516
1504	0.4324852846
1505	0.4324760215
1506	0.4324635681
1507	0.4324496978
1508	0.4324421372
1509	0.4324319528
1510	0.4324191736
1511	0.4324027708
1512	0.432393131
